"","Call.Number","Date.Time","Location","Police.District","Nature.of.Call","Status","Last Updated"
"1418",230760011,"03/17/2023 12:05:53 AM","2950 N OAKLAND AV,MKE","1","BUSINESS CHECK","Assignment Completed",NA
"1419",230751680,"03/17/2023 12:05:50 AM","4813 W LUSCHER AV,MKE","7","PROPERTY DAMAGE","Service in Progress",NA
"1420",230760008,"03/17/2023 12:05:26 AM","S 68TH ST / W OKLAHOMA AV,MKE","6","WELFARE CITIZEN","Service in Progress",NA
"1421",230751724,"03/17/2023 12:05:06 AM","3130 N 35TH ST,MKE","7","ENTRY","Advised/Referral",NA
"1422",230760009,"03/17/2023 12:04:40 AM","3006 S 27TH ST,MKE","6","REPORTS","To be Filed",NA
"1423",230751670,"03/17/2023 12:03:33 AM","7739 N 80TH ST,MKE","4","TRBL W/JUV","Advised",NA
"1424",230760004,"03/17/2023 12:03:11 AM","1239 E BRADY ST,MKE","1","PARK AND WALK","Assignment Completed",NA
"1425",230760030,"03/17/2023 12:27:51 AM","3626 W FOND DU LAC AV,MKE","7","RETURN STATION","Assignment Completed",NA
"1426",230751714,"03/17/2023 12:24:07 AM","7641 N 60TH ST,MKE","4","GPS MONITORING","Unable to Locate Complainant",NA
"1427",230760027,"03/17/2023 12:23:43 AM","749 W STATE ST,MKE","1","PRISONER TRANS","Service in Progress",NA
"1428",230760024,"03/17/2023 12:22:51 AM","9535 W OKLAHOMA AV,MKE","6","BATTERY CUTTING","Service in Progress",NA
"1429",230760012,"03/17/2023 12:22:25 AM","2635 W JUNEAU AV,MKE","3","PROPERTY DAMAGE","Unable to Locate Complainant",NA
"1430",230760006,"03/17/2023 12:21:30 AM","S 43RD ST / W OKLAHOMA AV,MKE","6","SUSP PERS/AUTO","Service in Progress",NA
"1431",230760015,"03/17/2023 12:17:46 AM","3532 W NORTH AV,MKE","3","SHOTSPOTTER","Unable to Locate Complainant",NA
"1432",230760023,"03/17/2023 12:17:25 AM","N 1ST ST / E BROWN ST,MKE","5","PARK AND WALK","Assignment Completed",NA
"1433",230760005,"03/17/2023 12:03:36 AM","5321 W GREEN TREE RD,MKE","4","BUSINESS CHECK","Assignment Completed",NA
"1434",230751721,"03/17/2023 12:02:34 AM","5461 N 62ND ST,MKE","4","SUSP PERS/AUTO","Advised",NA
"1435",230760001,"03/17/2023 12:00:48 AM","3006 S 27TH ST,MKE","6","REPORTS","Assignment Completed",NA
"1436",230751704,"03/16/2023 11:31:07 PM","8322 W POTOMAC AV,MKE","7","DEAD ON ENTRY","To be Filed",NA
"1437",230760042,"03/17/2023 12:39:35 AM","1953 S 32ND ST,MKE","2","FOLLOW UP","Service in Progress",NA
"1438",230760037,"03/17/2023 12:39:32 AM","1350 N 45TH ST,MKE","3","STOLEN VEHICLE","Service in Progress",NA
"1439",230760040,"03/17/2023 12:37:59 AM","2920 N VEL R PHILLIPS AV,MKE","5","RETURN STATION","Assignment Completed",NA
"1440",230760039,"03/17/2023 12:37:23 AM","310 E CHICAGO ST,MKE","1","FOLLOW UP","Service in Progress",NA
"1441",230760036,"03/17/2023 12:35:23 AM","2406 W MAPLE ST,MKE","2","BATTERY DV","Service in Progress",NA
"1442",230760038,"03/17/2023 12:35:04 AM","350 N PLANKINTON AV,MKE","1","BUSINESS CHECK","Service in Progress",NA
"1443",230760031,"03/17/2023 12:34:33 AM","N 76TH ST / W CAPITOL DR,MKE","7","WELFARE CITIZEN","Service in Progress",NA
"1444",230760034,"03/17/2023 12:34:08 AM","3717 N 76TH ST,MKE","7","TAVERN CHECK","Assignment Completed",NA
"1445",230751558,"03/17/2023 12:33:46 AM","3114 W SCOTT ST,MKE","2","TRBL W/SUBJ","Advised",NA
"1446",230760020,"03/17/2023 12:32:49 AM","1158 N 29TH ST,MKE","3","CALL FOR POLICE","Unable to Locate Complainant",NA
"1447",230760016,"03/17/2023 12:31:24 AM","2522 W WELLS ST,MKE","3","WELFARE CITIZEN","Advised",NA
"1448",230760006,"03/17/2023 12:21:30 AM","S 43RD ST / W OKLAHOMA AV,MKE","6","SUSP PERS/AUTO","Unable to Locate Complainant",NA
"1449",230760021,"03/17/2023 12:15:31 AM","749 W STATE ST,MKE","1","CITIZEN CONVEY","Referral",NA
"1450",230751722,"03/17/2023 12:12:49 AM","S 17TH ST / W FOREST HOME AV,MKE","2","BATTERY","Service in Progress",NA
"1451",230760003,"03/17/2023 12:08:52 AM","2150 S 13TH ST,MKE","2","THREAT","Unable to Locate Complainant",NA
"1452",230751730,"03/17/2023 12:01:05 AM","5919 N TEUTONIA AV,MKE","4","SUBJ WITH GUN","Advised",NA
"1453",230760002,"03/17/2023 12:00:59 AM","2333 N 49TH ST,MKE","3","ASSIGNMENT","Assignment Completed",NA
"1454",230760048,"03/17/2023 12:48:40 AM","3474 N HOLTON ST,MKE","5","INVESTIGATION","Assignment Completed",NA
"1455",230760047,"03/17/2023 12:47:00 AM","6929 W SILVER SPRING DR,MKE","4","RETURN STATION","Assignment Completed",NA
"1456",230760033,"03/17/2023 12:44:35 AM","8920 N MICHELE ST,MKE","4","CALL FOR POLICE","Service in Progress",NA
"1457",230760026,"03/17/2023 12:43:39 AM","2655 N 45TH ST,MKE","3","ENTRY","Advised/Referral",NA
"1458",230760043,"03/17/2023 12:41:43 AM","4500 N 29TH ST,MKE","5","PARK AND WALK","Assignment Completed",NA
"1459",230760041,"03/17/2023 12:40:18 AM","3130 N 35TH ST,MKE","7","WELFARE CITIZEN","Service in Progress",NA
"1460",230760036,"03/17/2023 12:35:23 AM","2406 W MAPLE ST,MKE","2","BATTERY DV","Advised/Referral",NA
"1461",230760038,"03/17/2023 12:35:04 AM","350 N PLANKINTON AV,MKE","1","BUSINESS CHECK","Assignment Completed",NA
"1462",230751723,"03/17/2023 12:03:47 AM","3110 N 35TH ST,MKE","7","MFD OTHER","Advised",NA
"1463",230751700,"03/17/2023 12:59:30 AM","2333 N 49TH ST,MKE","3","CONVEY PROPERTY","Service in Progress",NA
"1464",230760056,"03/17/2023 12:58:27 AM","7225 N 76TH ST,MKE","4","BUSINESS CHECK","Assignment Completed",NA
"1465",230760054,"03/17/2023 12:57:53 AM","2822 W ATKINSON AV,MKE","5","SUBJ WITH WEAPON","Service in Progress",NA
"1466",230760055,"03/17/2023 12:57:14 AM","3474 N HOLTON ST,MKE","5","SUBJ STOP","Service in Progress",NA
"1467",230760052,"03/17/2023 12:53:52 AM","N JAMES LOVELL ST / W WELLS ST,MKE","1","PATROL","Assignment Completed",NA
"1468",230760045,"03/17/2023 12:53:48 AM","4200 S 27TH ST,MKE","6","MEET GOVT AGENCY","Assignment Completed",NA
"1469",230760051,"03/17/2023 12:50:52 AM","1124 S 9TH ST,MKE","2","TRAFFIC STOP","City Citation(s) Issued",NA
"1470",230760050,"03/17/2023 12:50:19 AM","7616 W GOOD HOPE RD,MKE","4","BATTERY DV","Service in Progress",NA
"1471",230760042,"03/17/2023 12:39:35 AM","1953 S 32ND ST,MKE","2","FOLLOW UP","To be Filed",NA
"1472",230760037,"03/17/2023 12:39:32 AM","1350 N 45TH ST,MKE","3","STOLEN VEHICLE","To be Filed",NA
"1473",230760008,"03/17/2023 12:05:26 AM","S 68TH ST / W OKLAHOMA AV,MKE","6","WELFARE CITIZEN","Unable to Locate Complainant",NA
"1474",230760033,"03/17/2023 12:44:35 AM","8920 N MICHELE ST,MKE","4","CALL FOR POLICE","Unable to Locate Complainant",NA
"1475",230760039,"03/17/2023 12:37:23 AM","310 E CHICAGO ST,MKE","1","FOLLOW UP","Assignment Completed",NA
"1476",230760065,"03/17/2023 01:09:41 AM","1311 E BRADY ST,MKE","1","BUSINESS CHECK","Assignment Completed",NA
"1477",230760060,"03/17/2023 01:08:53 AM","2129-A S 13TH ST,MKE","2","SUSP PERS/AUTO","Advised",NA
"1478",230760063,"03/17/2023 01:05:38 AM","3626 W FOND DU LAC AV,MKE","7","ASSIGNMENT","Service in Progress",NA
"1479",230760061,"03/17/2023 01:03:31 AM","600 W GREENFIELD AV,MKE","2","TRBL W/SUBJ","Advised",NA
"1480",230760017,"03/17/2023 01:02:27 AM","2348 N 57TH ST,MKE","3","THEFT","Service in Progress",NA
"1481",230751685,"03/17/2023 01:01:53 AM","5919 N TEUTONIA AV,MKE","4","VIOL REST ORDER","Assignment Completed",NA
"1482",230760049,"03/17/2023 01:00:38 AM","5526 W NORTH AV,MKE","3","NOISE NUISANCE","Service in Progress",NA
"1483",230760057,"03/17/2023 01:00:11 AM","BRADY ST","1","PATROL","Assignment Completed",NA
"1484",230751700,"03/17/2023 12:59:30 AM","2333 N 49TH ST,MKE","3","CONVEY PROPERTY","Assignment Completed",NA
"1485",230760054,"03/17/2023 12:57:53 AM","2822 W ATKINSON AV,MKE","5","SUBJ WITH WEAPON","Advised",NA
"1486",230760074,"03/17/2023 01:19:16 AM","N BARTLETT AV / E IRVING PL,MKE","1","PATROL","Assignment Completed",NA
"1487",230760073,"03/17/2023 01:19:02 AM","1418 S MUSKEGO AV,MKE","2","BUSINESS CHECK","Assignment Completed",NA
"1488",230760072,"03/17/2023 01:18:40 AM","7025 W APPLETON AV,MKE","7","BUSINESS CHECK","Service in Progress",NA
"1489",230760068,"03/17/2023 01:18:12 AM","5061 N 31ST ST,MKE","7","PROPERTY DAMAGE","Service in Progress",NA
"1490",230760071,"03/17/2023 01:17:54 AM","N LAKE DR / E NORTH AV,MKE","1","PATROL","Assignment Completed",NA
"1491",230760070,"03/17/2023 01:17:45 AM","2833 N 27TH ST,MKE","5","TRAFFIC STOP","Advised",NA
"1492",230760062,"03/17/2023 01:14:56 AM","2330 W ROOSEVELT DR,MKE","5","RECK USE OF WEAP","Service in Progress",NA
"1493",230760066,"03/17/2023 01:10:01 AM","900 W GREENFIELD AV,MKE","2","INVESTIGATION","Assignment Completed",NA
"1494",230760017,"03/17/2023 01:02:27 AM","2348 N 57TH ST,MKE","3","THEFT","Advised/Referral",NA
"1495",230760041,"03/17/2023 12:40:18 AM","3130 N 35TH ST,MKE","7","WELFARE CITIZEN","Advised",NA
"1496",230760094,"03/17/2023 01:39:55 AM","S 5TH ST / W BRUCE ST,MKE","2","SPECIAL ASSIGN","Assignment Completed",NA
"1497",230760093,"03/17/2023 01:39:50 AM","2563 N TEUTONIA AV,MKE","3","SHOTSPOTTER","Unable to Locate Complainant",NA
"1498",230760088,"03/17/2023 01:38:58 AM","2150 S 13TH ST,MKE","2","BATTERY","Service in Progress",NA
"1499",230760092,"03/17/2023 01:35:45 AM","3875 W CHEYENNE ST,MKE","4","BATTERY","Service in Progress",NA
"1500",230760091,"03/17/2023 01:33:36 AM","749 W STATE ST,MKE","1","ASSIGN-ADMN MPD","Assignment Completed",NA
"1501",230760083,"03/17/2023 01:32:54 AM","818 W ATKINSON AV,MKE","5","FIGHT","Assignment Completed",NA
"1502",230760090,"03/17/2023 01:32:24 AM","1025 N BROADWAY,MKE","1","TRBL W/SUBJ","Advised",NA
"1503",230760086,"03/17/2023 01:30:59 AM","2525 S 44TH ST,MKE","6","SHOTS FIRED","Unable to Locate Complainant",NA
"1504",230760085,"03/17/2023 01:30:27 AM","2448 W KILBOURN AV,MKE","3","BATTERY","Unable to Locate Complainant",NA
"1505",230760084,"03/17/2023 01:30:19 AM","619 W WALNUT ST,MKE","5","CALL FOR POLICE","Service in Progress",NA
"1506",230760087,"03/17/2023 01:29:55 AM","1323 E BRADY ST,MKE","1","BUSINESS CHECK","Service in Progress",NA
"1507",230760081,"03/17/2023 01:28:21 AM","8947 N 96TH ST,MKE","4","SUBJ WITH WEAPON","Unable to Locate Complainant",NA
"1508",230760080,"03/17/2023 01:26:27 AM","749 W STATE ST,MKE","1","SPECIAL ASSIGN","Service in Progress",NA
"1509",230760079,"03/17/2023 01:25:59 AM","S 6TH ST / W LAPHAM BL,MKE","2","NON PURSUIT","Assignment Completed",NA
"1510",230760077,"03/17/2023 01:25:34 AM","433 W ST PAUL AV,MKE","1","BUSINESS CHECK","Assignment Completed",NA
"1511",230760075,"03/17/2023 01:21:56 AM","1800 W MINERAL ST,MKE","2","PATROL","Assignment Completed",NA
"1512",230760072,"03/17/2023 01:18:40 AM","7025 W APPLETON AV,MKE","7","BUSINESS CHECK","Assignment Completed",NA
"1513",230760068,"03/17/2023 01:18:12 AM","5061 N 31ST ST,MKE","7","PROPERTY DAMAGE","Advised",NA
"1514",230760063,"03/17/2023 01:05:38 AM","3626 W FOND DU LAC AV,MKE","7","ASSIGNMENT","Assignment Completed",NA
"1515",230760049,"03/17/2023 01:00:38 AM","5526 W NORTH AV,MKE","3","NOISE NUISANCE","To be Filed",NA
"1516",230760095,"03/17/2023 01:40:39 AM","6810 N 107TH ST,MKE","4","FOLLOW UP","Service in Progress",NA
"1517",230760092,"03/17/2023 01:35:45 AM","3875 W CHEYENNE ST,MKE","4","BATTERY","Unable to Locate Complainant",NA
"1518",230760084,"03/17/2023 01:30:19 AM","619 W WALNUT ST,MKE","5","CALL FOR POLICE","Advised",NA
"1519",230760112,"03/17/2023 01:59:34 AM","749 W STATE ST,MKE","1","RETURN STATION","Service in Progress",NA
"1520",230760110,"03/17/2023 01:58:03 AM","3300 N 27TH ST,MKE","5","PARK AND WALK","Assignment Completed",NA
"1521",230760106,"03/17/2023 01:57:33 AM","9001 N 76TH ST,MKE","4","CALL FOR POLICE","Unable to Locate Complainant",NA
"1522",230760107,"03/17/2023 01:57:29 AM","1540 W CANAL ST,MKE","3","ACC PDO","Service in Progress",NA
"1523",230760109,"03/17/2023 01:56:15 AM","2700 W NATIONAL AV,MKE","2","PATROL","Assignment Completed",NA
"1524",230760108,"03/17/2023 01:55:56 AM","W GRANTOSA DR / N EVANS ST,MKE","7","PATROL","Assignment Completed",NA
"1525",230760082,"03/17/2023 01:51:38 AM","816 W GREENFIELD AV,MKE","2","NOISE NUISANCE","Unable to Locate Complainant",NA
"1526",230760103,"03/17/2023 01:51:35 AM","749 W STATE ST,MKE","1","RETURN STATION","Service in Progress",NA
"1527",230760102,"03/17/2023 01:51:02 AM","N 35TH ST / W CAPITOL DR,MKE","7","PATROL","Assignment Completed",NA
"1528",230760101,"03/17/2023 01:50:10 AM","3811 W LINCOLN AV,MKE","2","ASSIGN-ADMN MPD","Assignment Completed",NA
"1529",230760083,"03/17/2023 01:32:54 AM","818 W ATKINSON AV,MKE","5","FIGHT","Advised/Referral",NA
"1530",230760084,"03/17/2023 01:30:19 AM","619 W WALNUT ST,MKE","5","CALL FOR POLICE","Assignment Completed",NA
"1531",230760087,"03/17/2023 01:29:55 AM","1323 E BRADY ST,MKE","1","BUSINESS CHECK","Assignment Completed",NA
"1532",230760125,"03/17/2023 02:09:41 AM","749 W STATE ST,MKE","1","REPORTS","Service in Progress",NA
"1533",230760122,"03/17/2023 02:06:54 AM","1100 S 3RD ST,MKE","2","PATROL","Service in Progress",NA
"1534",230760119,"03/17/2023 02:05:30 AM","1609 N 33RD ST,MKE","3","SHOTSPOTTER","Unable to Locate Complainant",NA
"1535",230760120,"03/17/2023 02:05:28 AM","3571 S 20TH ST,MKE","6","TRBL W/SUBJ","Service in Progress",NA
"1536",230760118,"03/17/2023 02:04:46 AM","4900 S 27TH ST,MKE","6","PATROL","Assignment Completed",NA
"1537",230760116,"03/17/2023 02:03:24 AM","6222 W FOND DU LAC AV,MKE","7","TAVERN CHECK","Service in Progress",NA
"1538",230760115,"03/17/2023 02:02:53 AM","7157 W BURLEIGH ST,MKE","7","BUSINESS CHECK","Service in Progress",NA
"1539",230760111,"03/17/2023 02:02:43 AM","3969 N 39TH ST,MKE","7","ASSIGNMENT","Unable to Locate Complainant",NA
"1540",230760114,"03/17/2023 02:02:21 AM","N 82ND ST / W GRANTOSA DR,MKE","7","TRAFFIC STOP","City Citation(s) Issued",NA
"1541",230760113,"03/17/2023 02:00:57 AM","4335 W CONGRESS ST,MKE","7","SHOTSPOTTER","Unable to Locate Complainant",NA
"1542",230760112,"03/17/2023 01:59:34 AM","749 W STATE ST,MKE","1","RETURN STATION","Assignment Completed",NA
"1543",230760103,"03/17/2023 01:51:35 AM","749 W STATE ST,MKE","1","RETURN STATION","Assignment Completed",NA
"1544",230760140,"03/17/2023 02:19:31 AM","N 5TH ST / W WISCONSIN AV,MKE","1","PATROL","Service in Progress",NA
"1545",230760139,"03/17/2023 02:19:07 AM","E WELLS ST / N WATER ST,MKE","1","PATROL","Assignment Completed",NA
"1546",230760138,"03/17/2023 02:19:04 AM","2450 W NORTH AV,MKE","3","WELFARE CITIZEN","Service in Progress",NA
"1547",230760136,"03/17/2023 02:17:58 AM","4335 W CONGRESS ST,MKE","7","SHOTSPOTTER","Unable to Locate Complainant",NA
"1548",230760137,"03/17/2023 02:17:56 AM","2423 N 37TH ST,MKE","3","SHOTSPOTTER","Service in Progress",NA
"1549",230760121,"03/17/2023 02:14:48 AM","7100 N 60TH ST,MKE","4","WELFARE CITIZEN","Advised",NA
"1550",230760132,"03/17/2023 02:13:24 AM","1400 E BRADY ST,MKE","1","BUSINESS CHECK","Assignment Completed",NA
"1551",230760130,"03/17/2023 02:12:48 AM","N 76TH ST / W CAPITOL DR,MKE","7","VEHICLE PURSUIT","Service in Progress",NA
"1552",230760124,"03/17/2023 02:12:12 AM","4822 N 19TH PL,MKE","7","TRBL W/SUBJ","Advised",NA
"1553",230760127,"03/17/2023 02:10:45 AM","5400 S 7TH ST,MKE","6","PROPERTY PICKUP","Service in Progress",NA
"1554",230760126,"03/17/2023 02:10:31 AM","S CESAR E CHAVEZ DR / W NATIONAL AV,MKE","2","NON PURSUIT NO P","Assignment Completed",NA
"1555",230760122,"03/17/2023 02:06:54 AM","1100 S 3RD ST,MKE","2","PATROL","Assignment Completed",NA
"1556",230760116,"03/17/2023 02:03:24 AM","6222 W FOND DU LAC AV,MKE","7","TAVERN CHECK","Assignment Completed",NA
"1557",230760115,"03/17/2023 02:02:53 AM","7157 W BURLEIGH ST,MKE","7","BUSINESS CHECK","Assignment Completed",NA
"1558",230760088,"03/17/2023 01:38:58 AM","2150 S 13TH ST,MKE","2","BATTERY","Unable to Locate Complainant",NA
"1559",230760145,"03/17/2023 02:24:57 AM","6680 N TEUTONIA AV,MKE","4","ASSIGNMENT","Service in Progress",NA
"1560",230760096,"03/17/2023 02:24:52 AM","5301 N 65TH ST,MKE","4","TRBL W/SUBJ","Advised",NA
"1561",230760143,"03/17/2023 02:22:53 AM","1323 E BRADY ST,MKE","1","THEFT","Open Investigation",NA
"1562",230760141,"03/17/2023 02:22:07 AM","1340 E BRADY ST,MKE","1","TRBL W/SUBJ","Unable to Locate Complainant",NA
"1563",230760142,"03/17/2023 02:21:25 AM","435 S WATER ST,MKE","2","BUSINESS CHECK","Assignment Completed",NA
"1564",230760140,"03/17/2023 02:19:31 AM","N 5TH ST / W WISCONSIN AV,MKE","1","PATROL","Assignment Completed",NA
"1565",230760137,"03/17/2023 02:17:56 AM","2423 N 37TH ST,MKE","3","SHOTSPOTTER","To be Filed",NA
"1566",230760125,"03/17/2023 02:09:41 AM","749 W STATE ST,MKE","1","REPORTS","To be Filed",NA
"1567",230760095,"03/17/2023 01:40:39 AM","6810 N 107TH ST,MKE","4","FOLLOW UP","Assignment Completed",NA
"1568",230760080,"03/17/2023 01:26:27 AM","749 W STATE ST,MKE","1","SPECIAL ASSIGN","To be Filed",NA
"1569",230760161,"03/17/2023 02:39:27 AM","3719 W FREDERICA PL,MKE","2","THEFT","Service in Progress",NA
"1570",230760160,"03/17/2023 02:37:06 AM","N 11TH ST / W WELLS ST,MKE","3","NON PURSUIT","Assignment Completed",NA
"1571",230760154,"03/17/2023 02:37:05 AM","S 68TH ST / W KEARNEY ST,MKE","3","WELFARE CITIZEN","Service in Progress",NA
"1572",230760104,"03/17/2023 02:35:22 AM","2943 N MARYLAND AV,MKE","1","THEFT VEHICLE","Advised",NA
"1573",230760157,"03/17/2023 02:33:11 AM","1600 W GREENFIELD AV,MKE","2","INVESTIGATION","Assignment Completed",NA
"1574",230760156,"03/17/2023 02:32:45 AM","N JACKSON ST / E WISCONSIN AV,MKE","1","PATROL","Assignment Completed",NA
"1575",230751725,"03/17/2023 02:30:14 AM","8353 N 107TH ST,MKE","4","FAMILY TROUBLE","Unable to Locate Complainant",NA
"1576",230760129,"03/17/2023 02:29:07 AM","3520 W SUNBURY CT,MKE","6","TRBL W/SUBJ","Advised",NA
"1577",230760149,"03/17/2023 02:27:31 AM","2200 W CLARKE ST,MKE","3","SHOTSPOTTER","Unable to Locate Complainant",NA
"1578",230760150,"03/17/2023 02:27:28 AM","2811 N 23RD ST,MKE","5","SHOTSPOTTER","Unable to Locate Complainant",NA
"1579",230760152,"03/17/2023 02:27:24 AM","245 W LINCOLN AV,MKE","2","CITIZEN CONVEY","Assignment Completed",NA
"1580",230760151,"03/17/2023 02:27:17 AM","1614 W NATIONAL AV,MKE","2","BUSINESS CHECK","Assignment Completed",NA
"1581",230760147,"03/17/2023 02:26:17 AM","2221 W CLARKE ST,MKE","3","SHOTSPOTTER","Unable to Locate Complainant",NA
"1582",230760148,"03/17/2023 02:25:53 AM","6300 S 13TH ST,OCR","6","PATROL","Assignment Completed",NA
"1583",230760144,"03/17/2023 02:25:24 AM","4471 N 72ND ST,MKE","7","CALL FOR POLICE","Unable to Locate Complainant",NA
"1584",230760146,"03/17/2023 02:25:04 AM","3805 W CENTER ST,MKE","3","INVESTIGATION","Assignment Completed",NA
"1585",230760138,"03/17/2023 02:19:04 AM","2450 W NORTH AV,MKE","3","WELFARE CITIZEN","Advised",NA
"1586",230760120,"03/17/2023 02:05:28 AM","3571 S 20TH ST,MKE","6","TRBL W/SUBJ","Advised",NA
"1587",230760107,"03/17/2023 01:57:29 AM","1540 W CANAL ST,MKE","3","ACC PDO","To be Filed",NA
"1588",230760171,"03/17/2023 02:49:18 AM","2644 N 48TH ST,MKE","3","SHOTSPOTTER","Unable to Locate Complainant",NA
"1589",230760169,"03/17/2023 02:46:21 AM","4600 S 13TH ST,MKE","6","PATROL","Assignment Completed",NA
"1590",230760166,"03/17/2023 02:44:59 AM","5916 N SHERMAN BL,MKE","4","TRBL W/SUBJ","Service in Progress",NA
"1591",230760159,"03/17/2023 02:44:55 AM","N 14TH ST / W NORTH AV,MKE","3","ACC UNKN INJ","To be Filed",NA
"1592",230760168,"03/17/2023 02:43:45 AM","1104 S 38TH ST,MKE","2","ACC PDO","Service in Progress",NA
"1593",230760167,"03/17/2023 02:42:42 AM","4244 N 84TH ST,MKE","7","THREAT","Unable to Locate Complainant",NA
"1594",230760164,"03/17/2023 02:42:02 AM","2707 W BURLEIGH ST,MKE","5","RECK USE OF WEAP","Unable to Locate Complainant",NA
"1595",230760161,"03/17/2023 02:39:27 AM","3719 W FREDERICA PL,MKE","2","THEFT","Open Investigation",NA
"1596",230760175,"03/17/2023 02:56:16 AM","S 20TH ST / W NATIONAL AV,MKE","2","SHOTS FIRED","Unable to Locate Complainant",NA
"1597",230760176,"03/17/2023 02:55:58 AM","W GRANTOSA DR / N 84TH ST,MKE","7","TRAFFIC STOP","Advised",NA
"1598",230760174,"03/17/2023 02:54:15 AM","N PROSPECT AV / E BRADY ST,MKE","1","PATROL","Assignment Completed",NA
"1599",230760172,"03/17/2023 02:50:54 AM","749 W STATE ST,MKE","1","SPECIAL ASSIGN","Service in Progress",NA
"1600",230760168,"03/17/2023 02:43:45 AM","1104 S 38TH ST,MKE","2","ACC PDO","Advised/Referral",NA
"1601",230760127,"03/17/2023 02:10:45 AM","5400 S 7TH ST,MKE","6","PROPERTY PICKUP","Assignment Completed",NA
"1602",230760153,"03/17/2023 03:07:45 AM","2841 N CRAMER ST,MKE","1","NOISE NUISANCE","Service in Progress",NA
"1603",230760177,"03/17/2023 03:06:06 AM","N TEUTONIA AV / W LOCUST ST,MKE","5","WELFARE CITIZEN","Assignment Completed",NA
"1604",230760182,"03/17/2023 03:04:12 AM","2477 N 12TH ST,MKE","3","SUBJ WITH GUN","Service in Progress",NA
"1605",230760184,"03/17/2023 03:04:04 AM","151 W LAYTON AV,MKE","6","BUSINESS CHECK","Assignment Completed",NA
"1606",230760180,"03/17/2023 03:02:50 AM","4215 N 48TH ST,MKE","7","WIRES DOWN","Service in Progress",NA
"1607",230760181,"03/17/2023 03:02:41 AM","2920 N VEL R PHILLIPS AV,MKE","5","PRISONER TRANS","Service in Progress",NA
"1608",230760145,"03/17/2023 02:24:57 AM","6680 N TEUTONIA AV,MKE","4","ASSIGNMENT","Assignment Completed",NA
"1609",230760191,"03/17/2023 03:19:17 AM","5100 S 6TH ST,MKE","6","PATROL","Assignment Completed",NA
